status_code,sub_code,sub_code_type,korean_status_name,korean_subcode_name,manual_source_file,section_title,page_reference,procedure_types_found,required_documents_listed,extraction_status,notes
D-3,D-3-1,explicit_code,기술연수,,stay_manual_2026_05.pdf,기술연수,56-82,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-3,D-3-11,explicit_code,기술연수,,stay_manual_2026_05.pdf,기술연수,56-82,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-3,D-3-12,explicit_code,기술연수,,stay_manual_2026_05.pdf,기술연수,56-82,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-3,D-3-13,explicit_code,기술연수,,stay_manual_2026_05.pdf,기술연수,56-82,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-4,,see_subrows,일반연수,,stay_manual_2026_05.pdf,일반연수,83-101,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,yes,EXTRACTED,9 subcode mentions; 15 doc blocks
D-4,D-4-1,explicit_code,일반연수,,stay_manual_2026_05.pdf,일반연수,83-101,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-4,D-4-2,explicit_code,일반연수,,stay_manual_2026_05.pdf,일반연수,83-101,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-4,D-4-2K,explicit_code,일반연수,,stay_manual_2026_05.pdf,일반연수,83-101,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-4,D-4-3,explicit_code,일반연수,,stay_manual_2026_05.pdf,일반연수,83-101,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-4,D-4-5,explicit_code,일반연수,,stay_manual_2026_05.pdf,일반연수,83-101,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-4,D-4-6,explicit_code,일반연수,,stay_manual_2026_05.pdf,일반연수,83-101,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-4,D-4-7,explicit_code,일반연수,,stay_manual_2026_05.pdf,일반연수,83-101,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-4,E-7-4,explicit_code,일반연수,,stay_manual_2026_05.pdf,일반연수,83-101,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-4,G-1-6,explicit_code,일반연수,,stay_manual_2026_05.pdf,일반연수,83-101,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-5,,none_found,취재,,stay_manual_2026_05.pdf,취재,102-104,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,0 subcode mentions; 3 doc blocks
D-6,,none_found,종교,,stay_manual_2026_05.pdf,종교,105-107,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,0 subcode mentions; 5 doc blocks
D-7,,see_subrows,주재,,stay_manual_2026_05.pdf,주재,108-114,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,2 subcode mentions; 5 doc blocks
D-7,C-3-4,explicit_code,주재,,stay_manual_2026_05.pdf,주재,108-114,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-7,C-4-5,explicit_code,주재,,stay_manual_2026_05.pdf,주재,108-114,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-8,,see_subrows,기업투자,,stay_manual_2026_05.pdf,기업투자,115-129,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,7 subcode mentions; 12 doc blocks
D-8,C-3-4,explicit_code,기업투자,,stay_manual_2026_05.pdf,기업투자,115-129,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-8,C-4-5,explicit_code,기업투자,,stay_manual_2026_05.pdf,기업투자,115-129,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-8,D-8-1,explicit_code,기업투자,,stay_manual_2026_05.pdf,기업투자,115-129,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-8,D-8-2,explicit_code,기업투자,,stay_manual_2026_05.pdf,기업투자,115-129,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-8,D-8-3,explicit_code,기업투자,,stay_manual_2026_05.pdf,기업투자,115-129,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-8,D-8-4,explicit_code,기업투자,,stay_manual_2026_05.pdf,기업투자,115-129,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-8,D-8-4S,explicit_code,기업투자,,stay_manual_2026_05.pdf,기업투자,115-129,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-9,,see_subrows,무역경영,,stay_manual_2026_05.pdf,무역경영,130-141,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,6 subcode mentions; 10 doc blocks
D-9,C-3-2,explicit_code,무역경영,,stay_manual_2026_05.pdf,무역경영,130-141,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-9,C-3-3,explicit_code,무역경영,,stay_manual_2026_05.pdf,무역경영,130-141,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-9,C-3-4,explicit_code,무역경영,,stay_manual_2026_05.pdf,무역경영,130-141,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-9,C-4-5,explicit_code,무역경영,,stay_manual_2026_05.pdf,무역경영,130-141,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-9,D-9-1,explicit_code,무역경영,,stay_manual_2026_05.pdf,무역경영,130-141,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-9,D-9-5,explicit_code,무역경영,,stay_manual_2026_05.pdf,무역경영,130-141,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-10,,see_subrows,구직,,stay_manual_2026_05.pdf,구직,142-165,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,yes,EXTRACTED,12 subcode mentions; 2 doc blocks
D-10,D-10-1,explicit_code,구직,,stay_manual_2026_05.pdf,구직,142-165,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-10,D-10-2,explicit_code,구직,,stay_manual_2026_05.pdf,구직,142-165,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-10,D-10-3,explicit_code,구직,,stay_manual_2026_05.pdf,구직,142-165,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-10,D-10-T,explicit_code,구직,,stay_manual_2026_05.pdf,구직,142-165,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-10,D-2-5,explicit_code,구직,,stay_manual_2026_05.pdf,구직,142-165,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-10,D-2-6,explicit_code,구직,,stay_manual_2026_05.pdf,구직,142-165,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-10,D-4-1,explicit_code,구직,,stay_manual_2026_05.pdf,구직,142-165,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-10,D-4-2,explicit_code,구직,,stay_manual_2026_05.pdf,구직,142-165,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-10,D-4-6,explicit_code,구직,,stay_manual_2026_05.pdf,구직,142-165,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-10,D-8-4,explicit_code,구직,,stay_manual_2026_05.pdf,구직,142-165,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-10,E-6-2,explicit_code,구직,,stay_manual_2026_05.pdf,구직,142-165,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
D-10,F-2-R,explicit_code,구직,,stay_manual_2026_05.pdf,구직,142-165,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-1,,see_subrows,교수,,stay_manual_2026_05.pdf,교수,166-175,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,2 subcode mentions; 13 doc blocks
E-1,C-4-5,explicit_code,교수,,stay_manual_2026_05.pdf,교수,166-175,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-1,E-6-2,explicit_code,교수,,stay_manual_2026_05.pdf,교수,166-175,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-2,,see_subrows,회화지도,,stay_manual_2026_05.pdf,회화지도,176-184,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,1 subcode mentions; 7 doc blocks
E-2,C-4-5,explicit_code,회화지도,,stay_manual_2026_05.pdf,회화지도,176-184,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-3,,see_subrows,연구,,stay_manual_2026_05.pdf,연구,185-194,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,1 subcode mentions; 12 doc blocks
E-3,C-4-5,explicit_code,연구,,stay_manual_2026_05.pdf,연구,185-194,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-4,,see_subrows,기술지도,,stay_manual_2026_05.pdf,기술지도,195-199,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,1 subcode mentions; 6 doc blocks
E-4,C-4-5,explicit_code,기술지도,,stay_manual_2026_05.pdf,기술지도,195-199,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-5,,see_subrows,전문직업,,stay_manual_2026_05.pdf,전문직업,200-204,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,1 subcode mentions; 6 doc blocks
E-5,C-4-5,explicit_code,전문직업,,stay_manual_2026_05.pdf,전문직업,200-204,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-6,,see_subrows,예술흥행,,stay_manual_2026_05.pdf,예술흥행,205-211,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,3 subcode mentions; 8 doc blocks
E-6,E-6-1,explicit_code,예술흥행,,stay_manual_2026_05.pdf,예술흥행,205-211,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-6,E-6-2,explicit_code,예술흥행,,stay_manual_2026_05.pdf,예술흥행,205-211,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-6,E-6-3,explicit_code,예술흥행,,stay_manual_2026_05.pdf,예술흥행,205-211,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,,see_subrows,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,19 subcode mentions; 23 doc blocks
E-7,C-4-5,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,D-10-3,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,D-2-7,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,D-4-1,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,D-4-6,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,E-6-2,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,E-7-1,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,E-7-2,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,E-7-3,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,E-7-4,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,E-7-4R,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,E-7-91,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,E-7-S,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,E-7-S1,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,E-7-S2,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,E-7-T,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,E-7-Y,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,F-2-7,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-7,F-5-16,explicit_code,특정활동,,stay_manual_2026_05.pdf,특정활동,212-323,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-8,,none_found,계절근로,,stay_manual_2026_05.pdf,계절근로,324-325,activity_outside_status;extension;registration;reporting_duty;workplace_change_or_addition,yes,EXTRACTED,0 subcode mentions; 4 doc blocks
E-9,,see_subrows,비전문취업,,stay_manual_2026_05.pdf,비전문취업,326-335,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,1 subcode mentions; 6 doc blocks
E-9,E-9-3,explicit_code,비전문취업,,stay_manual_2026_05.pdf,비전문취업,326-335,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-10,,see_subrows,선원취업,,stay_manual_2026_05.pdf,선원취업,336-340,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,3 subcode mentions; 4 doc blocks
E-10,E-10-1,explicit_code,선원취업,,stay_manual_2026_05.pdf,선원취업,336-340,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-10,E-10-2,explicit_code,선원취업,,stay_manual_2026_05.pdf,선원취업,336-340,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
E-10,E-10-3,explicit_code,선원취업,,stay_manual_2026_05.pdf,선원취업,336-340,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,,see_subrows,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,yes,EXTRACTED,20 subcode mentions; 25 doc blocks
F-1,D-4-3,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,E-6-2,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,E-7-4,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-12,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-13,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-16,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-28,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-5,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-51,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-52,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-6,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-1-D,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-2-2,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-2-3,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-2-7,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-2-71,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-2-7S,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-5-2,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-5-3,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-1,F-6-3,explicit_code,방문동거,,stay_manual_2026_05.pdf,방문동거,341-359,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,,see_subrows,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,yes,EXTRACTED,28 subcode mentions; 18 doc blocks
F-2,E-6-1,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,E-6-2,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
